frame,pitch,roll,delta_pitch,delta_roll
448,-152.30827166542466,14.426480101894056,1.401,1.597
449,-151.92951153948815,13.645237213989773,0.379,0.781
450,-154.05147366771666,14.397058373488544,2.122,0.752
451,-152.24570226438942,13.971321700524504,1.806,0.426
452,-152.38135413106062,14.41668513702637,0.136,0.445
453,-154.4254466104154,14.216093112282946,2.044,0.201
454,-151.1659932989288,14.979648498564528,3.259,0.764
455,-152.42529033114886,14.960708505772574,1.259,0.019
456,-150.54872225879632,16.53053393640425,1.877,1.57
457,-151.32162761104598,14.941295756187914,0.773,1.589
458,-152.03344851088616,16.015777493679522,0.712,1.074
459,-150.45416713704034,14.82763704576886,1.579,1.188
460,-152.36289996017842,15.655821870303658,1.909,0.828
461,-151.03392130123208,15.807615092558944,1.329,0.152
462,-152.49401502352126,14.859002619195849,1.46,0.949
463,-152.33470016339734,14.051568946179794,0.159,0.807
464,-153.84490892281312,14.707112115381511,1.51,0.656
465,-150.91922972635254,15.293773000344558,2.926,0.587
466,-151.38870960093664,15.918547396664856,0.469,0.625
467,-152.43804572617094,15.979540538343198,1.049,0.061
468,-152.37425182412846,15.16935204498945,0.064,0.81
469,-153.3250517753526,14.682862122515717,0.951,0.486
470,-152.48216833422134,14.91172666984447,0.843,0.229
471,-152.10892887714522,14.680732777542877,0.373,0.231
472,-152.61867122023972,14.220396374321755,0.51,0.46
473,-153.27165983868292,14.331677113144183,0.653,0.111
474,-152.45642781658756,13.158443583179423,0.815,1.173
475,-152.4619390850842,14.27608393845399,0.006,1.118
476,-152.13625413447113,14.34447635022132,0.326,0.068
477,-152.0850942211079,13.181446942221665,0.051,1.163
478,-152.54852019730941,13.50836356034347,0.463,0.327
479,-150.3975894403162,14.042999034424188,2.151,0.535
480,-150.70016132385194,14.169642744515048,0.303,0.127
481,-149.59430748782847,14.59877962716931,1.106,0.429
482,-150.60775146352378,16.02730532922143,1.013,1.429
483,-147.1926314679143,14.704293044570047,3.415,1.323
484,-165.85467369026136,-174.2704257294526,18.662,188.975
485,-150.7080090905675,14.227071193230111,15.147,188.497
486,-148.65465734110174,13.806854887967294,2.053,0.42
496,-174.90246063237686,-177.0930102288213,26.248,190.9
497,-154.06685540055474,15.025512138583881,20.836,192.119
498,-150.49749628903228,15.470054160631483,3.569,0.445
499,-153.79534069155125,14.167382155870794,3.298,1.303
500,-156.30312741624647,13.885772209947582,2.508,0.282
501,-155.2427943428023,15.26623004242603,1.06,1.38
502,-157.83387755550652,16.560418581009436,2.591,1.294
503,-158.94969714853437,16.89392119660096,1.116,0.334
504,-160.07862015784428,17.923612389136302,1.129,1.03
505,-160.05200072717548,17.868105842417826,0.027,0.056
506,-159.53896368565307,18.86482363104805,0.513,0.997
507,-160.22155167324684,18.13548835489424,0.683,0.729
508,-159.32025733858475,18.457105475949064,0.901,0.322
509,-160.7007857171104,18.108945473369822,1.381,0.348
510,-157.514832819852,17.886347274354865,3.186,0.223
511,-157.9555965510604,19.558198703958833,0.441,1.672
512,-156.8583010095041,18.2743697274298,1.097,1.284
513,-156.4322029607759,18.959715115333385,0.426,0.685
514,-154.80341929765248,19.602183556723713,1.629,0.642
515,-156.57301867440202,18.814156308045156,1.77,0.788
516,-154.8815251463461,20.04226717223968,1.691,1.228
517,-156.7753371027976,20.598135287786718,1.894,0.556
518,-155.06075675262997,19.612365526719564,1.715,0.986
519,-154.52122726659672,19.64658708244223,0.54,0.034
520,-154.0575920156738,20.271841322661945,0.464,0.625
521,-154.45098517978943,20.096707168992303,0.393,0.175
522,-154.76867502856282,19.68088301854211,0.318,0.416
523,-154.63526525089173,18.874439484672575,0.133,0.806
524,-153.2571235988615,19.6517576099227,1.378,0.777
525,-153.1844971913864,19.722197741977674,0.073,0.07
526,-152.99436727946613,19.079681817331146,0.19,0.643
527,-169.8928925295825,-169.75688800331585,16.899,188.837
528,-153.23464682360387,18.84749760489906,16.658,188.604
529,-154.0331369248709,18.09639344904536,0.798,0.751
530,-168.29569268527595,-170.29703601946466,14.263,188.393
531,-153.72150141362266,19.139049580877725,14.574,189.436
532,-153.8407289600825,18.875518171231985,0.119,0.264
533,-155.35885665323644,16.043579532173197,1.518,2.832
534,-155.22462904287846,16.434616899846173,0.134,0.391
535,-154.8828740089638,17.735986816238217,0.342,1.301
536,-153.88935327710763,17.424763838478107,0.994,0.311
537,-155.0051517129077,16.825483502006634,1.116,0.599
538,-153.52797504456203,16.863228282279266,1.477,0.038
539,-154.26737827236704,15.096717204124008,0.739,1.767
540,-155.04724623600347,12.534565470462388,0.78,2.562
541,-153.42924780841477,10.64046253409171,1.618,1.894
542,-150.40072926812894,8.836037120461485,3.029,1.804
543,-149.05800751575345,8.086018123240988,1.343,0.75
544,-147.7455770225362,5.79220828798967,1.312,2.294
545,-147.2685636379939,5.156926931362913,0.477,0.635
546,-148.04295048362965,4.436055793530236,0.774,0.721
547,-146.5181965830207,4.418783656990451,1.525,0.017
548,-146.7496315651374,4.389978600502292,0.231,0.029
549,-147.4231094083381,4.426480207533856,0.673,0.037
550,-147.55539919169732,5.663787835121005,0.132,1.237
551,-148.22248432474035,6.227821922468138,0.667,0.564
552,-149.62898762233417,6.057186415905863,1.407,0.171
553,-151.93329192210334,5.223718636974728,2.304,0.833
554,-150.09518029875872,4.752418607911704,1.838,0.471
555,-148.54978764975374,5.468040430307277,1.545,0.716
556,-148.56930340018104,5.445333213014474,0.02,0.023
557,-147.64580931110322,5.2300383831686394,0.923,0.215
558,-150.75079741486982,5.16129279009031,3.105,0.069
559,-148.41271964226195,6.052601359005945,2.338,0.891
560,-150.05447333220488,8.234371528940024,1.642,2.182
561,-149.45992200473,7.336657936265163,0.595,0.898
562,-150.4714847279542,6.536952735734882,1.012,0.8
563,-151.01234887819678,7.240553695727681,0.541,0.704
564,-151.35649914149167,7.495017659946723,0.344,0.254
565,-152.31239081248637,7.567708748741027,0.956,0.073
566,-150.88901045954478,7.5904642631187516,1.423,0.023
567,-151.97264613623858,6.22411083273613,1.084,1.366
568,-151.562006356499,6.386033145691274,0.411,0.162
569,-148.467288120404,7.3709519475538015,3.095,0.985
570,-148.85479852685867,6.664890758911793,0.388,0.706
571,-149.68302293872424,8.362495315827704,0.828,1.698
572,-147.79377552385515,10.230689411785308,1.889,1.868
573,-151.44009596032313,9.010770298231566,3.646,1.22
574,-153.3423230345015,12.615650045346566,1.902,3.605
575,-153.98823664491522,12.979880133264555,0.646,0.364
576,-153.41998510150006,14.29956860041869,0.568,1.32
577,-151.30329492790992,12.344321190497627,2.117,1.955
578,-153.95429433098346,14.223156640754834,2.651,1.879
579,-151.28478138596947,14.626685082644597,2.67,0.404
580,-151.12336887441907,13.949633475140436,0.161,0.677
581,-152.327288903135,14.203575435233693,1.204,0.254
582,-152.14587901656827,14.735613804033123,0.181,0.532
583,-153.75190869946235,14.89174226922102,1.606,0.156
584,-155.24465707389905,15.708203586979016,1.493,0.816
585,-153.7033548745164,15.64054185689333,1.541,0.068
586,-152.45130405721403,16.166632528141697,1.252,0.526
587,-153.29974735414316,15.818652205953653,0.848,0.348
588,-153.75235320995037,15.980509125153176,0.453,0.162
589,-153.48605569690417,16.77567397126569,0.266,0.795
590,-153.91181092396718,15.529205297076533,0.426,1.246
591,-152.954396738037,17.28114711269046,0.957,1.752
592,-154.45727285291227,15.75908545288664,1.503,1.522
593,-155.4092440096153,16.460210220803887,0.952,0.701
594,-158.6083105192986,17.67179693333041,3.199,1.212
595,-158.10970815411306,16.567770795436466,0.499,1.104
596,-158.1245039984044,16.507896361174762,0.015,0.06
597,-150.7791958322422,14.24369459962403,7.345,2.264
598,-151.3278695341669,14.740713512835395,0.549,0.497
599,-152.4559499125476,14.174769618548126,1.128,0.566
600,-151.0661655466769,14.776094661094508,1.39,0.601
601,-151.75806214731966,14.382922733241356,0.692,0.393
602,-149.90809798805768,14.082564394188504,1.85,0.3
603,-152.6935470078227,14.669128014806265,2.785,0.587
604,-152.4671179895915,13.930417000451202,0.226,0.739
605,-152.80540687082168,14.39866628369492,0.338,0.468
606,-153.41196031301854,13.870639104350865,0.607,0.528
607,-153.35826544528706,12.460248055816168,0.054,1.41
608,-153.8883655846973,10.967325816257341,0.53,1.493
609,-153.3742701663281,10.059529879964618,0.514,0.908
610,-155.3032926291386,10.056598435063663,1.929,0.003
611,-154.14779709598622,10.084206998515205,1.155,0.028
612,-152.64867732761405,9.804808269092357,1.499,0.279
613,-154.35788168242613,9.16749298653602,1.709,0.637
614,-154.73103881793674,9.622054234294179,0.373,0.455
615,-154.88454059108562,9.727061719157657,0.154,0.105
616,-156.21711648716968,9.295041872158087,1.333,0.432
617,-155.34088769464094,9.595965874270275,0.876,0.301
618,-156.44074646654272,11.313451017179817,1.1,1.717
619,-155.53831488445007,12.078067975563537,0.902,0.765
620,-154.7556365705917,12.441897731774175,0.783,0.364
621,-154.90137730149144,13.152077816836714,0.146,0.71
622,-155.78872825069544,13.853184809529894,0.887,0.701
623,-156.3995808071792,14.762585305751314,0.611,0.909
624,-159.392949259443,16.49571353213101,2.993,1.733
625,-160.93977990040133,16.658812798381614,1.547,0.163
626,-162.4952212326655,16.841040662641372,1.555,0.182
627,-161.1636971415834,18.26330448737013,1.332,1.422
628,-162.50613464947708,19.2629616374924,1.342,1.0
629,-160.19123319845036,19.83180223520251,2.315,0.569
630,-160.37380034635726,20.156544878531058,0.183,0.325
631,-159.95782231099275,20.081075874916685,0.416,0.075
632,-159.20671426674403,19.475741802369658,0.751,0.605
633,-158.34184500765494,18.84294319978217,0.865,0.633
634,-156.96578338916717,19.350135482453773,1.376,0.507
635,-157.88765133607905,18.94488021321023,0.922,0.405
636,-156.99977018588314,19.085215727970546,0.888,0.14
637,-157.61367825633172,19.36373977784913,0.614,0.279
638,-156.77602266696485,18.99475393802153,0.838,0.369
639,-158.04101540860515,18.81628718406978,1.265,0.178
640,-158.3336675939797,18.069092428677838,0.293,0.747
641,-157.88390339023292,17.39202093880638,0.45,0.677
642,-157.99209813431807,20.001037824096198,0.108,2.609
643,-158.5423048615991,20.210327445566914,0.55,0.209
644,-155.9533627003699,19.130504208754825,2.589,1.08
645,-157.2899904942718,16.900139035133307,1.337,2.23
646,-155.7646046539979,17.70655082951449,1.525,0.806
647,-155.99230125423315,17.702951404765756,0.228,0.004
648,-156.0553405755001,18.201330932260817,0.063,0.498
649,-155.95352699739124,18.076653710671014,0.102,0.125
650,-155.79453797360455,18.596785749630982,0.159,0.52
651,-154.3922972140259,19.172060246733164,1.402,0.575
652,-154.8689814374202,18.974562708186074,0.477,0.197
653,-155.4597196213503,18.79829698124245,0.591,0.176
654,-153.6755934458448,18.204822746602925,1.784,0.593
655,-153.07102606799077,17.649517712941687,0.605,0.555
656,-154.76969496655053,19.072908248531746,1.699,1.423
657,-154.83751106020733,17.8733661066071,0.068,1.2
658,-153.57343202982884,17.025467746402548,1.264,0.848
659,-155.0484532523107,18.97070180636934,1.475,1.945
660,-154.88236393995558,18.450611304933833,0.166,0.52
661,-169.66158344106643,-169.11405706308597,14.779,187.565
662,-153.71541764464652,19.493373423755763,15.946,188.607
663,-154.95040482225656,17.77633552639277,1.235,1.717
664,-154.09528262419695,17.89178633363386,0.855,0.115
665,-154.55938285615656,17.936201237204568,0.464,0.044
666,-154.1629497344371,19.0205481042333,0.396,1.084
667,-155.44512457974585,17.609792733940658,1.282,1.411
668,-154.44913656395124,18.223122450157696,0.996,0.613
669,-154.33744425631994,18.396304951289984,0.112,0.173
670,-170.49442453420048,-169.8279033528677,16.157,188.224
671,-170.62305644165752,-169.94261394084387,0.129,0.115
672,-169.36702559725398,-168.83180941483738,1.256,1.111
673,-153.9807089728162,16.79262322185938,15.386,185.624
674,-169.55621740857805,-169.96833690021126,15.576,186.761
675,-170.82942154261323,-170.76830186160686,1.273,0.8
676,-154.27960219405853,18.2150391150283,16.55,188.983
677,-154.8332639587,15.953466349506968,0.554,2.262
678,-153.6997733333742,16.160826864414066,1.133,0.207
679,-153.63951718779967,17.029358110560665,0.06,0.869
680,-155.88610875871566,18.099895521812037,2.247,1.071
681,-155.0413084643442,17.95917053606512,0.845,0.141
682,-156.3009610395717,18.865173588815146,1.26,0.906
683,-174.77764549408838,-171.66193068357845,18.477,190.527
684,-156.51901615256716,19.268117215572182,18.259,190.93
685,-154.72085243572295,17.154574252755264,1.798,2.114
686,-154.7724921916543,18.180701057275037,0.052,1.026
687,-155.4000547356913,18.859595736738697,0.628,0.679
688,-156.15028383267753,18.749108181251295,0.75,0.11
689,-156.57246615096008,18.311352035918187,0.422,0.438
690,-157.1334859108517,18.98057397874989,0.561,0.669
691,-155.97836380487922,18.012138960750914,1.155,0.968
692,-157.77025378810217,17.057791773418877,1.792,0.954
693,-154.75278776106515,18.02273721750636,3.017,0.965
694,-156.26939310620588,18.7416987340524,1.517,0.719
695,-156.73068443902943,18.48714897951322,0.461,0.255
696,-155.23938651451746,18.28843095362675,1.491,0.199
697,-154.84181175835155,16.39749465923965,0.398,1.891
698,-154.6809570899614,17.56141209015605,0.161,1.164
699,-152.8213980658997,17.55299077275619,1.86,0.008
700,-155.47232346187022,16.8724150948088,2.651,0.681
701,-153.98070655646822,16.852182722210816,1.492,0.02
702,-154.5151118784678,17.43946255233505,0.534,0.587
703,-154.74174346632248,17.58366974890622,0.227,0.144
704,-156.72042028543962,18.262713906532,1.979,0.679
705,-155.36531964198818,17.75120835871364,1.355,0.512
706,-155.09350589297853,18.623450888506408,0.272,0.872
707,-156.31874554831853,17.83955580919762,1.225,0.784
708,-154.42031674096904,17.66163451714969,1.898,0.178
709,-155.0601700057884,17.380557310089806,0.64,0.281
710,-157.46066034457252,16.57638724513412,2.4,0.804
711,-155.26462825449008,17.289767362522618,2.196,0.713
712,-155.89666251303308,18.472928108339058,0.632,1.183
713,-156.10199964655388,17.36573143367092,0.205,1.107
714,-155.6350274274985,19.263530944439342,0.467,1.898
715,-173.17805582153355,-169.68448337119798,17.543,188.948
716,-172.9940371140022,-169.8861121609135,0.184,0.202
717,-173.13351861775547,-170.00556740187724,0.139,0.119
718,-173.50330827535007,-170.1810937551117,0.37,0.176
719,-156.7697309699792,19.727150521955632,16.734,189.908
720,-156.30989898025447,19.55858944809096,0.46,0.169
721,-157.36870488134846,19.039969295680383,1.059,0.519
722,-157.00940611898255,18.234179309142018,0.359,0.806
723,-155.32151232016633,18.217153483403038,1.688,0.017
724,-156.25593182763177,18.145827170785893,0.934,0.071
725,-155.30517560331376,17.873920443562973,0.951,0.272
726,-156.61884508558433,18.47245741401955,1.314,0.599
727,-156.32979171903077,18.10225863308159,0.289,0.37
728,-155.02299123541894,19.081750968283096,1.307,0.979
729,-155.78160968464894,18.87912868968192,0.759,0.203
730,-156.28537233732408,18.537512496685533,0.504,0.342
731,-98.47221049093969,12.47352117684683,57.813,6.064
732,-155.40723949113848,18.196520627237298,56.935,5.723
733,-156.68448161574116,17.685309603952096,1.277,0.511
734,-156.68049257815275,18.632348665100732,0.004,0.947
735,-156.56760087612184,19.32201002615195,0.113,0.69
736,-156.97079063083982,17.985653635721498,0.403,1.336
737,-157.2986148036052,18.495383952964463,0.328,0.51
738,-156.5254435473465,18.95898141323087,0.773,0.464
739,-155.16941173857603,17.262550688487437,1.356,1.696
740,-156.429981541637,17.532315890176495,1.261,0.27
741,-156.745254706543,18.447299012435067,0.315,0.915
742,-156.5866502462521,18.09488325963205,0.159,0.352
743,-156.68255980496292,17.262856937824615,0.096,0.832
744,-156.23547580576584,16.902494487615584,0.447,0.36
745,-155.4880662027053,17.045638969915032,0.747,0.143
746,-154.65655112637253,17.257393466510482,0.832,0.212
747,-160.36398280210335,15.609055944547542,5.707,1.648
748,-159.15820696552996,14.798089168356217,1.206,0.811
749,-155.8506167182951,15.992786506476243,3.308,1.195
750,-156.71045108200425,15.81990161849528,0.86,0.173
751,-156.29239430781436,16.728448052482864,0.418,0.909
752,-155.69562068130404,16.179311614721307,0.597,0.549
753,-155.77224631522301,16.030691111118603,0.077,0.149
754,-155.64252915152522,15.909213315230403,0.13,0.121
755,-156.9426082084721,15.957813716817359,1.3,0.049
756,-155.96562576690457,16.836050199022523,0.977,0.878
757,-155.06405629762355,17.011067804707412,0.902,0.175
758,-159.4218625074249,15.295738434744983,4.358,1.715
759,-159.74924965490555,15.111729684420931,0.327,0.184
760,-155.0774720701954,17.485216787612735,4.672,2.373
761,-159.57093731089884,14.27389662324841,4.493,3.211
762,-154.91691233513203,17.644713606935422,4.654,3.371
763,-160.29108964384915,14.914897458340782,5.374,2.73
764,-158.87907345246145,15.338442489057943,1.412,0.424
765,-159.6079943014503,14.995348296103542,0.729,0.343
766,-159.1328436052381,16.44547863226294,0.475,1.45
767,-160.08397630698977,16.28890052175638,0.951,0.157
768,-160.39650758821384,16.33652766575522,0.313,0.048
769,-158.86785972938824,17.39631133248191,1.529,1.06
770,-158.41407942780276,18.430534267749277,0.454,1.034
771,-159.75524605980135,17.46846218314095,1.341,0.962
772,-158.75540847311854,17.30705551766448,1.0,0.161
773,-160.0554119352831,17.007652536238147,1.3,0.299
774,-158.2538380179626,17.253418609977913,1.802,0.246
775,-158.85902865280423,17.61408880646488,0.605,0.361
776,-158.72229592842285,17.285578996582036,0.137,0.329
777,-155.56560959693985,18.09220928263908,3.157,0.807
778,-154.1924961910116,16.292998734830487,1.373,1.799
779,-154.5434569294091,16.249407067677968,0.351,0.044
780,-154.97722068443568,15.99364337115117,0.434,0.256
781,-155.3865527164955,17.471013621702998,0.409,1.477
782,-154.20201455847797,15.168660213846493,1.185,2.302
783,-154.50599003923483,15.672303640082436,0.304,0.504
784,-155.68165493532553,14.246206121989504,1.176,1.426
785,-161.05245744223345,17.172792867677547,5.371,2.927
786,-160.26390130829176,16.357846624975352,0.789,0.815
787,-156.2611799735751,17.47859910809168,4.003,1.121
788,-155.45573462802977,18.2936967118478,0.805,0.815
789,-153.3798463013989,17.318038204443965,2.076,0.976
790,-153.588632930464,16.250005196092637,0.209,1.068
791,-153.1764309191636,16.0717473425507,0.412,0.178
792,-153.65203321991243,15.64390915939428,0.476,0.428
793,-155.62449719373492,16.28249065433653,1.972,0.639
794,-157.35155210372872,15.864965020562913,1.727,0.418
795,-154.9511171913893,15.694800191919168,2.4,0.17
796,-154.0961920634341,15.8833443884136,0.855,0.189
797,-154.59869870458215,15.472187126733983,0.503,0.411
798,-154.97041678948764,14.472915817746708,0.372,0.999
799,-153.90018365593298,13.823332979358197,1.07,0.65
800,-153.1661728341076,13.553638655014662,0.734,0.27
801,-156.65522937440724,11.602480855244156,3.489,1.951
802,-152.15679289328568,13.598306805708566,4.498,1.996
803,-153.3550380293651,12.790581020976948,1.198,0.808
804,-153.45845442729546,12.624444914442472,0.103,0.166
805,-153.37447299335233,12.587204192549356,0.084,0.037
806,-152.78000947514138,12.3057351127899,0.594,0.281
807,-152.58327560137292,12.974521345010206,0.197,0.669
808,-153.89717977866002,11.497403577719838,1.314,1.477
809,-153.86838007374337,11.227377420354316,0.029,0.27
810,-155.12382549613548,10.702536836726514,1.255,0.525
811,-155.5184261160066,9.402112562014883,0.395,1.3
812,-154.49665248594278,9.894096356777778,1.022,0.492
813,-154.6848931806341,9.601927118001695,0.188,0.292
814,-158.65547294234736,8.462870420011198,3.971,1.139
815,-156.30870106456115,8.218554707123522,2.347,0.244
816,-156.7739988530076,9.444335979637508,0.465,1.226
817,-155.81023496681811,9.709753690602476,0.964,0.265
818,-155.86060276633174,9.627381765574802,0.05,0.082
819,-155.39110692345216,9.998223582373207,0.469,0.371
820,-156.32336271095954,11.037154649336616,0.932,1.039
821,-153.18107151051902,11.802612982259912,3.142,0.765
822,-153.3547291137519,11.633637383662602,0.174,0.169
823,-154.581558465671,11.045042606419909,1.227,0.589
824,-154.78461050677396,11.836225639272218,0.203,0.791
825,-153.48089718520976,11.470210553792459,1.304,0.366
826,-153.90926785993844,11.300559065837009,0.428,0.17
827,-154.07841867872477,9.801865613177885,0.169,1.499
828,-154.15371632991219,10.277165256929758,0.075,0.475
829,-156.35169347015466,9.31075227580167,2.198,0.966
830,-154.0877875540849,9.549019075765921,2.264,0.238
831,-154.0753469808873,9.285894769225715,0.012,0.263
832,-152.8626427536593,9.847217561845426,1.213,0.561
833,-153.5787287332943,10.168528414645273,0.716,0.321
834,-152.7820913283069,10.970495127151349,0.797,0.802
835,-153.1949808551342,10.70456451504634,0.413,0.266
836,-153.43955647107654,10.373330257529224,0.245,0.331
837,-152.58888625643638,10.207354187152555,0.851,0.166
838,-152.40364530139485,11.24726946903792,0.185,1.04
839,-154.9725383255042,10.958668601030427,2.569,0.289
840,-154.1185537320171,10.747569887510446,0.854,0.211
841,-154.77334830827343,10.587935407664075,0.655,0.16
842,-155.53348882679123,10.379807914048873,0.76,0.208
843,-153.330424591196,11.717310108444833,2.203,1.338
844,-153.1882978803705,12.21048184001413,0.142,0.493
845,-154.06852591117138,12.031022535573959,0.88,0.179
846,-153.57909078217403,11.950760593680814,0.489,0.08
847,-153.19368022636826,11.780605793022497,0.385,0.17
848,-153.87793816632805,12.443500167063835,0.684,0.663
849,-153.4836362065805,13.104890646332024,0.394,0.661
850,-152.63525810947598,13.899457904069369,0.848,0.795
851,-153.19961589404187,13.12104603595848,0.564,0.778
852,-152.709522946264,13.292251627851865,0.49,0.171
853,-153.44956500729657,12.5454201180285,0.74,0.747
854,-150.42180212442383,13.748337826375895,3.028,1.203
855,-152.0870252415829,12.775972544876746,1.665,0.972
856,-150.5435190187567,12.46764090641829,1.544,0.308
857,-151.943043199541,13.32609834187519,1.4,0.858
858,-152.0379768064595,12.504039959640219,0.095,0.822
859,-152.6475522350966,13.473343518300197,0.61,0.969
860,-151.71972865107261,13.45980714615235,0.928,0.014
861,-152.35060400279136,12.242654941609853,0.631,1.217
862,-153.43469523230706,13.650470468682789,1.084,1.408
863,-152.57273468279936,13.385181401082512,0.862,0.265
864,-152.70432390636608,13.807787415423872,0.132,0.423
865,-150.79802520155536,14.200576761810785,1.906,0.393
866,-154.4967201564177,14.41042356001601,3.699,0.21
867,-152.91923526468256,13.72394348744463,1.577,0.686
868,-151.46616214728505,13.231353148510694,1.453,0.493
869,-153.84295123152154,13.040750122266434,2.377,0.191
870,-152.94290068928402,13.267531804695109,0.9,0.227
871,-152.29848553818485,13.320036398079637,0.644,0.053
872,-151.3717100060205,13.859199951891028,0.927,0.539
