frame,pitch,roll,delta_pitch,delta_roll
1603,-2.691021893257772,0.11436196111041556,0.043,0.016
1604,-2.723152275881364,0.0957786151499557,0.032,0.019
1605,-2.732745329147331,0.0880759963669748,0.01,0.008
1606,-2.7168864132914137,0.0879235136997546,0.016,0.0
1607,-2.7105014178537745,0.09382998177465424,0.006,0.006
1608,-2.733309564829369,0.08263408533660252,0.023,0.011
1609,-2.7298698576324743,0.08826692084456937,0.003,0.006
1610,-2.7259054138162777,0.10411643196669548,0.004,0.016
1611,-2.7268987028705984,0.08646026694598674,0.001,0.018
1612,-2.7592310871506895,0.10503908058121954,0.032,0.019
1613,-2.7139325153831764,0.1172655628240713,0.045,0.012
1614,-2.7106432540122003,0.11445062439804737,0.003,0.003
1615,-2.6888815752947264,0.1362174846471977,0.022,0.022
1616,-2.70045685552697,0.16788874661488176,0.012,0.032
1617,-2.6987186926500786,0.16954347074571874,0.002,0.002
1618,-2.6870324336867957,0.18393485189962683,0.012,0.014
1619,-2.6785098560133185,0.17137968085590463,0.009,0.013
1620,-2.667249380156117,0.17881796419521181,0.011,0.007
1621,-2.706157013133538,0.1839505961162325,0.039,0.005
1622,-2.6952899907000467,0.2001252466279431,0.011,0.016
1623,-2.681280277226973,0.1969375750864603,0.014,0.003
1624,-2.6679709603461528,0.20068283171093712,0.013,0.004
1625,-2.672889169887761,0.19194517204179334,0.005,0.009
1626,-2.6668890157310527,0.2077002213994855,0.006,0.016
1627,-2.685582523620974,0.20410534369391603,0.019,0.004
1628,-2.70011418952445,0.22929531607093562,0.015,0.025
1629,-2.709692350948894,0.2256120870011319,0.01,0.004
1630,-2.6461362230407697,0.22358826704705173,0.064,0.002
1631,-2.6882123503204625,0.21530648032634708,0.042,0.008
1632,-2.7021777018967446,0.23893044129537935,0.014,0.024
1633,-2.7020940461298766,0.23419721366822185,0.0,0.005
1634,-2.7009880152770207,0.2465914858952073,0.001,0.012
1635,-2.701125438438352,0.2324693876921661,0.0,0.014
1636,-2.691819705164468,0.2395134369584548,0.009,0.007
1637,-2.7032545738360803,0.22037127326510683,0.011,0.019
1638,-2.699492373489774,0.2424053508878841,0.004,0.022
1639,-2.6917017979018274,0.23696047938426218,0.008,0.005
1640,-2.6818968808091483,0.23809394866199426,0.01,0.001
1641,-2.68024041294537,0.255024691335428,0.002,0.017
1642,-2.6892964963638355,0.2488768026978572,0.009,0.006
1643,-2.690940394504902,0.26346510195661976,0.002,0.015
1644,-2.728089874608908,0.23814706958523787,0.037,0.025
1645,-2.691170967281086,0.21463477505620732,0.037,0.024
1646,-2.700122853244601,0.2418805001204687,0.009,0.027
1647,-2.6822884969947136,0.24576541919869216,0.018,0.004
1648,-2.6938157663475857,0.24399955043757116,0.012,0.002
1649,-2.6893620018663866,0.1843529970833584,0.004,0.06
1650,-2.686885745612659,0.19799657274016313,0.002,0.014
1651,-2.6967657207321905,0.1819716922871766,0.01,0.016
1652,-2.7260038901442014,0.1582775133022,0.029,0.024
1653,-2.707584975387332,0.15703436963706188,0.018,0.001
1654,-2.741199913462895,0.15886350711508554,0.034,0.002
1655,-2.7238830777618857,0.16509203495932123,0.017,0.006
1656,-2.736036302426518,0.14833181349205635,0.012,0.017
1657,-2.7301723066993993,0.1506984541754556,0.006,0.002
1658,-2.7587704162191997,0.16217452670447388,0.029,0.011
1659,-2.747290873485992,0.1986963783718062,0.011,0.037
1660,-2.7251755296624567,0.15821621392949065,0.022,0.04
1661,-2.728190527762409,0.19865290199056088,0.003,0.04
1662,-2.7256283632136413,0.19730922311141738,0.003,0.001
1663,-2.8070659766952315,0.26535657008857677,0.081,0.068
1664,-2.751103108492528,0.26355385417538985,0.056,0.002
1665,-2.7659796012683784,0.26486098451616336,0.015,0.001
1666,-2.733103715383516,0.28060204157212637,0.033,0.016
1667,-2.726960806999675,0.2709198014690312,0.006,0.01
1668,-2.680467532624589,0.20464322931099177,0.046,0.066
1669,-2.6740462478093576,0.20659538470509795,0.006,0.002
1670,-2.6660911651734085,0.2146222076670419,0.008,0.008
1671,-2.677072532512806,0.23662968072972426,0.011,0.022
1672,-2.6871926934845707,0.23582298948815625,0.01,0.001
1673,-2.662086224204757,0.21560244670234757,0.025,0.02
1674,-2.6554194498404247,0.2212347125484403,0.007,0.006
1675,-2.694099597724786,0.236893789100874,0.039,0.016
1676,-2.71292830722879,0.2607283200409081,0.019,0.024
1677,-2.6625266490748976,0.24833747392323863,0.05,0.012
1678,-2.6992248139631627,0.2619609397222866,0.037,0.014
1679,-2.707004581985392,0.26388197698915206,0.008,0.002
1680,-2.712797350570403,0.2634033871072346,0.006,0.0
1681,-2.7285911554713542,0.2508256667506804,0.016,0.013
1682,-2.683470126414151,0.2672072422864649,0.045,0.016
1683,-2.6972718825201882,0.26528752866124505,0.014,0.002
1684,-2.769038726828117,0.26907215932437073,0.072,0.004
1685,-2.707073955101161,0.27602181193144076,0.062,0.007
1686,-2.690020279470839,0.26561228579956525,0.017,0.01
1687,-2.6899456529221655,0.28121726797781316,0.0,0.016
1688,-2.687947417075884,0.23555631477380712,0.002,0.046
1689,-2.730902511661263,0.2711881812488829,0.043,0.036
1690,-2.7242358753476377,0.24353565412217779,0.007,0.028
1691,-2.7293919526367993,0.2506469437698746,0.005,0.007
1692,-2.7340030745213033,0.26072969827207926,0.005,0.01
1693,-2.7394773981033147,0.242223976568115,0.005,0.019
1694,-2.718346190850236,0.2780476261956816,0.021,0.036
1695,-2.7217839017609875,0.2629241039949919,0.003,0.015
1696,-2.7410739257268526,0.2823333380517311,0.019,0.019
1697,-2.7077343871889497,0.2792066081411882,0.033,0.003
1698,-2.774007058141078,0.26707744711150955,0.066,0.012
1699,-2.7699112956318004,0.2980917496516022,0.004,0.031
1700,-2.7688976417893256,0.2653957282354467,0.001,0.033
1701,-2.7715858136837843,0.257610727226292,0.003,0.008
1702,-2.708904640499193,0.26629057567624287,0.063,0.009
1703,-2.715920008048711,0.27178264570123123,0.007,0.005
1704,-2.7190960989841573,0.28503753042855434,0.003,0.013
1705,-2.633368395244337,0.2479414594554763,0.086,0.037
1706,-2.6177736293639526,0.2389933798683175,0.016,0.009
1707,-2.6099402167328085,0.24721332741288143,0.008,0.008
1708,-2.57999472053712,0.24157390693310946,0.03,0.006
1709,-2.607416127462383,0.25963270915734377,0.027,0.018
1710,-2.5456558410789194,0.23032544849677614,0.062,0.029
1711,-2.541873328732027,0.22649272101984735,0.004,0.004
1712,-2.564810481948658,0.2400986333504208,0.023,0.014
1713,-2.513593571186015,0.2408042118828448,0.051,0.001
1714,-2.587867785971113,0.24911177203334062,0.074,0.008
1715,-2.5741765885572434,0.25481248166909465,0.014,0.006
1716,-2.559144229618864,0.25212179780159183,0.015,0.003
1717,-2.567374797295936,0.246469436816251,0.008,0.006
1718,-2.559161895869361,0.2540627232861764,0.008,0.008
1719,-2.5393518360604124,0.25746434042446464,0.02,0.003
1720,-2.5540646303686776,0.2604467203973242,0.015,0.003
1721,-2.5540646303686776,0.2604467203973242,0.0,0.0
1722,-2.5429900808287784,0.23851463304294038,0.011,0.022
1723,-2.568440976528346,0.25157034284082086,0.025,0.013
1724,-2.541686232004134,0.2503719948960129,0.027,0.001
1725,-2.558344121784771,0.25021752150665794,0.017,0.0
1726,-2.5645758847240634,0.2394659708655655,0.006,0.011
1727,-2.58130882161746,0.2875820791341253,0.017,0.048
1728,-2.5571596803308227,0.264361720247157,0.024,0.023
1729,-2.555311100094752,0.2890913587820074,0.002,0.025
1730,-2.5699454643824726,0.2989700123006494,0.015,0.01
1731,-2.593363154468745,0.27577741376569126,0.023,0.023
1732,-2.593973489467063,0.287515199695851,0.001,0.012
1733,-2.6027616293967606,0.2934694819673521,0.009,0.006
1734,-2.5856923023721996,0.26919693790081844,0.017,0.024
1735,-2.6041972653122594,0.2748395644124721,0.019,0.006
1736,-2.6385575195315867,0.3138070152491882,0.034,0.039
1737,-2.64903001481956,0.31559813847802126,0.01,0.002
1738,-2.6194248249900345,0.2807937444449065,0.03,0.035
1739,-2.6264740573120227,0.2970233069068091,0.007,0.016
1740,-2.623337841445452,0.2991643081922425,0.003,0.002
1741,-2.6372518666656073,0.2960336519760716,0.014,0.003
1742,-2.6118361164643007,0.2957959280474552,0.025,0.0
1743,-2.615234244652186,0.2983182242890596,0.003,0.003
1744,-2.645339372265464,0.32445362757454865,0.03,0.026
1745,-2.6361643795312943,0.33210329111464554,0.009,0.008
1746,-2.6310337845163225,0.30658049487211786,0.005,0.026
1747,-2.621075430297248,0.3173713470055428,0.01,0.011
1748,-2.6180338484462187,0.28735819921798716,0.003,0.03
1749,-2.598089987218963,0.28995098217888937,0.02,0.003
1750,-2.611285224878247,0.2528091417306555,0.013,0.037
1751,-2.5948229642729044,0.2617559948887979,0.016,0.009
1752,-2.5399528906589586,0.2287331846828404,0.055,0.033
1753,-2.577128296555206,0.22786806188023043,0.037,0.001
1754,-2.7807618529542784,-3.045320724091605,0.204,3.273
1773,-2.8212180918929324,3.072259490605158,0.04,6.118
1774,-2.8402167169716344,3.1013773987547926,0.019,0.029
1775,-2.8460404394277723,3.099529638559883,0.006,0.002
1776,-2.7982416862830912,-3.1415909049671273,0.048,6.241
1777,-2.833070147570838,3.1363827773279556,0.035,6.278
1778,-2.5391842082513825,0.17138363905137502,0.294,2.965
1779,-2.5622956093701283,0.1721429327735862,0.023,0.001
1780,-2.587623334417346,0.19194073814171816,0.025,0.02
1781,-2.6008176548777606,0.20623363685745597,0.013,0.014
1782,-2.621069532024825,0.22592113079785014,0.02,0.02
1783,-2.5994624267302977,0.23705338625709202,0.022,0.011
1784,-2.604670046544005,0.273245121037711,0.005,0.036
1785,-2.604191136110171,0.3045566796690691,0.0,0.031
1786,-2.6305712364804807,0.3228276095675656,0.026,0.018
1787,-2.654941581984141,0.3294766224936663,0.024,0.007
1788,-2.6455616009910767,0.348637272338353,0.009,0.019
1789,-2.6523020358922014,0.33735681914412174,0.007,0.011
1790,-2.636081059635246,0.342932122666657,0.016,0.006
1791,-2.6448906618904666,0.34608360467718036,0.009,0.003
1792,-2.630542282798548,0.34908040292637055,0.014,0.003
1793,-2.6277917852013086,0.366359480500899,0.003,0.017
1794,-2.629559241696004,0.35319332203120046,0.002,0.013
1795,-2.618401719699611,0.35247083322000655,0.011,0.001
1796,-2.6213166260292713,0.3406740629108236,0.003,0.012
1797,-2.640699096750305,0.32982898341582106,0.019,0.011
1798,-2.6508778686855785,0.3467885962715055,0.01,0.017
1799,-2.6238522995815794,0.3586264228578467,0.027,0.012
1800,-2.633286951627447,0.3513346067143271,0.009,0.007
1801,-2.61206574149055,0.3550392049763041,0.021,0.004
1802,-2.628149926525179,0.3501413234151075,0.016,0.005
1803,-2.6315657310925973,0.3409217219932427,0.003,0.009
1804,-2.6122376025496203,0.35380597735006003,0.019,0.013
1805,-2.6062686402211335,0.3516959353110068,0.006,0.002
1806,-2.632537702262316,0.33708720178410817,0.026,0.015
1807,-2.628816674579566,0.3518364657322395,0.004,0.015
1808,-2.610021184982815,0.3359128149006712,0.019,0.016
1809,-2.622295570118994,0.3379807048052666,0.012,0.002
1810,-2.5950464409369363,0.3224478260588652,0.027,0.016
1811,-2.5938765333374727,0.32620906613138484,0.001,0.004
1812,-2.582678405720882,0.32972467001309524,0.011,0.004
1813,-2.6190257177249037,0.30175124592949043,0.036,0.028
1814,-2.59454620253087,0.29569592923958354,0.024,0.006
1815,-2.5844296092449395,0.31619554566117947,0.01,0.02
1816,-2.563952337143806,0.31865101424977027,0.02,0.002
1817,-2.5793011436429714,0.3224160151695508,0.015,0.004
1818,-2.59454620253087,0.29569592923958354,0.015,0.027
1819,-2.620435228471545,0.318534814387011,0.026,0.023
1820,-2.60866133817514,0.30054604849370326,0.012,0.018
1821,-2.6007981368486544,0.30993445078576703,0.008,0.009
1822,-2.5976882134620434,0.2906750613903424,0.003,0.019
1823,-2.614039965190504,0.30119465370700715,0.016,0.011
1824,-2.625197894528293,0.2872340809894998,0.011,0.014
1825,-2.6057887417287335,0.2838475003194859,0.019,0.003
1826,-2.6056633151749504,0.2875090315334842,0.0,0.004
1827,-2.587176610009626,0.30720062543211,0.018,0.02
1828,-2.594178481913663,0.3048551026983845,0.007,0.002
1829,-2.5790130630490316,0.30667261555664216,0.015,0.002
1830,-2.571245878494326,0.2966600277324252,0.008,0.01
1831,-2.591786296312384,0.2950298877706756,0.021,0.002
1832,-2.594447350840897,0.2812488596072362,0.003,0.014
1833,-2.5903070600107907,0.30887974172914445,0.004,0.028
1834,-2.580922385083003,0.2868703086090348,0.009,0.022
1835,-2.6097608255539493,0.32094688652353176,0.029,0.034
1836,-2.6350561446395018,0.294446125235333,0.025,0.027
1837,-2.6410309559192875,0.30758782486610975,0.006,0.013
1838,-2.6246366379034076,0.2971874313650648,0.016,0.01
1839,-2.63065711937611,0.30735152827568357,0.006,0.01
1840,-2.6246366379034076,0.2971874313650648,0.006,0.01
1841,-2.631166030938,0.2965064977699635,0.007,0.001
1842,-2.607532159005645,0.3126099438738709,0.024,0.016
1843,-2.647591384823559,0.3214044150167695,0.04,0.009
1844,-2.648579947638526,0.30209991844468753,0.001,0.019
1845,-2.6204433250781243,0.30534159654723025,0.028,0.003
1846,-2.6321136970063783,0.307312028899226,0.012,0.002
1847,-2.6381295496401482,0.30858782719971406,0.006,0.001
1848,-2.6312428118260174,0.2979826260496505,0.007,0.011
1849,-2.60461202219887,0.29183853762658474,0.027,0.006
1850,-2.608299438550763,0.31312499274505506,0.004,0.021
1851,-2.603618817112903,0.3009328984563501,0.005,0.012
1852,-2.608299438550763,0.31312499274505506,0.005,0.012
1853,-2.6120455078624154,0.30236463716939405,0.004,0.011
1854,-2.6338905114633535,0.3041307491358266,0.022,0.002
1855,-2.6263731292967956,0.3075871531840867,0.008,0.003
1856,-2.636817290221283,0.29885325806744906,0.01,0.009
1857,-2.629380408011413,0.30861234423794576,0.007,0.01
1858,-2.630798403476551,0.29781517603477453,0.001,0.011
1859,-2.629783981884576,0.32634138127966084,0.001,0.029
1860,-2.6710958174259827,0.299400614304766,0.041,0.027
1861,-2.7180569722403534,0.29053225101702335,0.047,0.009
1862,-2.7249623019359235,0.2706478986895234,0.007,0.02
1863,-2.7733634418134043,0.23894834733150289,0.048,0.032
1864,-3.041370278284218,-3.0358695364898574,0.268,3.275
1865,-2.7841318885767663,0.15672529665443963,0.257,3.193
1866,-2.7750975852918915,0.12113019883298347,0.009,0.036
1867,-2.7673912695585554,0.10327005380207821,0.008,0.018
1868,-2.7845196530035166,0.08172621836535494,0.017,0.022
1869,-2.7771577348264938,0.07503948911356319,0.007,0.007
1870,-2.7730922489993945,0.09920330558933937,0.004,0.024
1871,-2.7874621825146173,0.09960140534289738,0.014,0.0
1872,-2.7548874560896195,0.11608989304839067,0.033,0.016
1873,-2.7680434176356665,0.11122744840099895,0.013,0.005
1874,-2.7662139185013106,0.12157434479213286,0.002,0.01
1875,-2.7557327995543766,0.10890868685655279,0.01,0.013
1876,-2.774384397880009,0.11687703055648822,0.019,0.008
1877,-2.77019495578519,0.12704740456111044,0.004,0.01
1878,-2.7747617329582916,0.12178473745775681,0.005,0.005
1879,-2.778446857160095,0.12467066281421137,0.004,0.003
1880,-2.768594408901961,0.12078390142780607,0.01,0.004
1881,-2.757778599917689,0.1298618634504652,0.011,0.009
1882,-2.7680302644775843,0.13271350365412785,0.01,0.003
1883,-2.777202935754022,0.11856345615334377,0.009,0.014
1884,-2.731906993160437,0.13912374698360222,0.045,0.021
1885,-2.757149531885939,0.14097989453174337,0.025,0.002
1886,-2.7752786211655938,0.13915251959866437,0.018,0.002
1887,-2.7490288957940128,0.15295974798063472,0.026,0.014
1888,-2.750621131817075,0.1482267647176783,0.002,0.005
1889,-2.7655952498031566,0.13456930475113535,0.015,0.014
1890,-2.741240122586239,0.14781048049947684,0.024,0.013
1891,-2.726758402145248,0.1450175196688575,0.014,0.003
1892,-2.726758402145248,0.1450175196688575,0.0,0.0
1893,-2.71276080376482,0.15196906417868228,0.014,0.007
1894,-2.7082885707322726,0.13707331840202927,0.004,0.015
1895,-2.686633088189407,0.12938123108392194,0.022,0.008
1896,-2.671006402657993,0.13280890523947242,0.016,0.003
1897,-2.67929830091161,0.13622577600692687,0.008,0.003
1898,-2.671006402657993,0.13280890523947242,0.008,0.003
1899,-2.6670037323082005,0.13293490752093395,0.004,0.0
1900,-2.621088597019124,0.1327336963148965,0.046,0.0
1901,-2.6230546405396673,0.14871492455745966,0.002,0.016
1902,-2.6096686349902,0.14210238171195672,0.013,0.007
1903,-2.6345082441655916,0.1387320698879916,0.025,0.003
1904,-2.690572861858718,0.1494056055699919,0.056,0.011
1905,-2.719902557669887,0.15675790755351282,0.029,0.007
1906,-2.7334695644720717,0.15317994071885033,0.014,0.004
1907,-2.7951977634555125,0.13875209862403262,0.062,0.014
1908,-2.7890570862116064,0.13889285128051812,0.006,0.0
1909,-2.7485294041758324,0.1591511598598987,0.041,0.02
1910,-2.7700649918435882,0.13625055396274185,0.022,0.023
1911,-1.7249356996066056,0.0025149276579771126,1.045,0.134
1912,-3.0768625573647697,3.124661859309649,1.352,3.122
1913,-2.744498686896643,0.13585781147507922,0.332,2.989
1914,-2.738786392720547,0.14991921863258892,0.006,0.014
1915,-2.722769285656832,0.14307994114579803,0.016,0.007
1916,-2.7281930019393172,0.14394806921441194,0.005,0.001
1917,-2.735560797404478,0.15676996017975883,0.007,0.013
1918,-2.733434502658422,0.16192824266067884,0.002,0.005
1919,-2.7188317649779092,0.1622976715512889,0.015,0.0
1920,-2.7083918148969426,0.16422474831100134,0.01,0.002
1921,-2.715987365341754,0.16165610047676926,0.008,0.003
1922,-2.6801877103232656,0.1480326417369242,0.036,0.014
1923,-2.700257479851442,0.17481483063220285,0.02,0.027
1924,-2.6991113446685975,0.14807124667075314,0.001,0.027
1925,-2.70267822314401,0.15657936124427044,0.004,0.009
1926,-2.7115510529253126,0.16673597242219593,0.009,0.01
1927,-2.7224010160036642,0.18692306613951643,0.011,0.02
1928,-2.7074661974292016,0.17668012650944676,0.015,0.01
1929,-2.7194922407368933,0.1658961206048877,0.012,0.011
1930,-2.6869780408147013,0.17884539350818973,0.033,0.013
1931,-2.7015447770482495,0.17522108131379463,0.015,0.004
1932,-2.7112192208540296,0.16833160194095056,0.01,0.007
1933,-2.683699161000082,0.15731605799181134,0.028,0.011
1934,-2.701041867044091,0.14887694589722675,0.017,0.008
1935,-2.701041867044091,0.14887694589722675,0.0,0.0
1936,-2.709599757290225,0.15220746774741306,0.009,0.003
1937,-2.721687627269862,0.16049786627118937,0.012,0.008
1938,-2.6992516360280936,0.16230053851904913,0.022,0.002
1939,-2.6978413314571457,0.16803315173722447,0.001,0.006
1940,-2.6849966228322457,0.1736914900360404,0.013,0.006
1941,-2.695663649839255,0.17887554046798101,0.011,0.005
1942,-2.7000254784849576,0.16350322794141775,0.004,0.015
1943,-2.6757756729224615,0.1748555695993759,0.024,0.011
1944,-2.676636639141407,0.16625255534116265,0.001,0.009
1945,-2.647715665107507,0.18046444667044537,0.029,0.014
1946,-2.678488950420081,0.18804105823918016,0.031,0.008
1947,-2.686843238952478,0.1859986188304932,0.008,0.002
1948,-2.664999823857338,0.1749454971485058,0.022,0.011
1949,-2.6325283701406237,0.17125415982475725,0.032,0.004
1950,-2.627644613123299,0.17123997449051886,0.005,0.0
1951,-2.6254943497707948,0.2029596578835862,0.002,0.032
1952,-2.6195198925698118,0.18403607518598378,0.006,0.019
1953,-2.6464535880570814,0.19708305639221868,0.027,0.013
1954,-2.6392584425990506,0.18169847836029435,0.007,0.015
1955,-2.646461820458555,0.18937664038617602,0.007,0.008
1956,-2.6575012572343764,0.18261187729716302,0.011,0.007
1957,-2.641020984945769,0.18390664900662498,0.016,0.001
1958,-2.6475106278608798,0.18520641631205007,0.006,0.001
1959,-2.6601605483043205,0.19801641739491446,0.013,0.013
1960,-2.64519122328762,0.18706549685771548,0.015,0.011
1961,-2.6479839515873524,0.1890989968858968,0.003,0.002
1962,-2.6479839515873524,0.1890989968858968,0.0,0.0
1963,-2.6381207063700405,0.18474340892872182,0.01,0.004
1964,-2.6499608269431985,0.1909141485346906,0.012,0.006
1965,-2.637737067183905,0.19151332225861115,0.012,0.001
1966,-2.6945022274574324,0.19546483134550813,0.057,0.004
1967,-2.6419106276787923,0.17684241834039396,0.053,0.019
1968,-2.648056472728407,0.19372570173814554,0.006,0.017
1969,-2.728942167657182,0.19608014471438565,0.081,0.002
1970,-2.7192329630343615,0.20125058950771657,0.01,0.005
1971,-2.727886230158141,0.2101936483323964,0.009,0.009
1972,-2.7173306042097,0.20133354413097432,0.011,0.009
1973,-2.6966009860654796,0.2040318015794772,0.021,0.003
1974,-2.6768885098204973,0.18981672586153223,0.02,0.014
1975,-2.6668837780528194,0.16960243336106998,0.01,0.02
1976,-2.676662478778876,0.19243893108965962,0.01,0.023
1977,-2.6714830091303123,0.16829390909699293,0.005,0.024
1978,-2.650048458217695,0.17413396235655312,0.021,0.006
1979,-2.6488685319585996,0.1655147984384323,0.001,0.009
1980,-2.6508542556870176,0.15408841734450063,0.002,0.011
1981,-2.6515342776126634,0.15256342702165065,0.001,0.002
1982,-2.6708281671390233,0.14242540751086635,0.019,0.01
1983,-2.6621455817565964,0.13970731964526237,0.009,0.003
1984,-2.656149243701517,0.15899119464718553,0.006,0.019
1985,-2.6853398900596397,0.15818117754488503,0.029,0.001
1986,-2.691828088086192,0.17356082346338242,0.006,0.015
1987,-2.715333936848208,0.16978027342499957,0.024,0.004
1988,-2.7031368542374477,0.16608623399975517,0.012,0.004
1989,-2.747796635263335,0.18026535625069046,0.045,0.014
1990,-2.7221380585988526,0.1930481493554358,0.026,0.013
1991,-2.7299475662024406,0.1774714117876312,0.008,0.016
1992,-2.730513510397847,0.17690860664226554,0.001,0.001
1993,-2.718768490655372,0.1771443418833942,0.012,0.0
1994,-2.7123070049854796,0.1699143490256796,0.006,0.007
1995,-2.685207302646251,0.1607384691503431,0.027,0.009
1996,-2.698516217723422,0.16754782832819282,0.013,0.007
1997,-2.703852084201196,0.1791044242319097,0.005,0.012
1998,-2.70781113460709,0.1824270190012118,0.004,0.003
1999,-2.7201740948429354,0.1717566172819675,0.012,0.011
2000,-2.717724889898281,0.16139552531695342,0.002,0.01
2001,-2.7354952138467423,0.14869480143763808,0.018,0.013
2002,-2.742163762120522,0.14520916260960293,0.007,0.003
2003,-2.711119493205392,0.13378033062080041,0.031,0.011
2004,-2.6964019205937424,0.14895314788225558,0.015,0.015
2005,-2.7316107470871174,0.14982368537242044,0.035,0.001
2006,-2.6925254157064886,0.16185576042522762,0.039,0.012
2007,-2.7202147676659085,0.1774898591848353,0.028,0.016
2008,-2.6883203739958783,0.17400629243183632,0.032,0.003
2009,-2.729615543470094,0.17209850318065736,0.041,0.002
2010,-2.7250981404270087,0.15499699323159266,0.005,0.017
2011,-2.6974395376507063,0.15627313683742125,0.028,0.001
2012,-2.696011494301269,0.16613423320998405,0.001,0.01
2013,-2.6824163072159726,0.1560348928022594,0.014,0.01
2014,-2.6993425464508607,0.177116334485405,0.017,0.021
2015,-2.6869692302215094,0.1820171326835614,0.012,0.005
2016,-2.677856188701976,0.17810226464117415,0.009,0.004
2017,-2.6817603194464756,0.17148876103884456,0.004,0.007
2018,-2.6872288087356346,0.18193839208150409,0.005,0.01
2019,-2.69455477658995,0.1881228087110742,0.007,0.006
2020,-2.6945704830651516,0.18780079000969926,0.0,0.0
2021,-2.69455477658995,0.1881228087110742,0.0,0.0
2022,-2.6992757424711713,0.18000997691091905,0.005,0.008
2023,-2.686250165128751,0.19224705052443625,0.013,0.012
2024,-2.6872288087356346,0.18193839208150409,0.001,0.01
2025,-2.6796382410584956,0.19310105453795057,0.008,0.011
2026,-2.7061441756690856,0.1965751067910938,0.027,0.003
2027,-2.6874784441034687,0.18584329126038038,0.019,0.011
2028,-2.702811791721036,0.18360918561887812,0.015,0.002
2029,-2.672896435823109,0.18728361095679555,0.03,0.004
2030,-2.718153152695962,0.18274637750902062,0.045,0.005
2031,-2.6971275092729674,0.18309417759104188,0.021,0.0
2032,-2.709066688901895,0.16680673806487775,0.012,0.016
2033,-2.689017411802167,0.18237106520848267,0.02,0.016
2034,-2.693816488581383,0.21769122389546963,0.005,0.035
2035,-2.7473327346076997,0.17681677168989726,0.054,0.041
2036,-2.7169377807009103,0.2628861254213896,0.03,0.086
2037,-2.7169377807009103,0.2628861254213896,0.0,0.0
2038,-2.7237719277381425,0.2729400557116825,0.007,0.01
2039,-2.7297548230828363,0.2814000730731004,0.006,0.008
2040,-2.70998519439035,0.27230954702663046,0.02,0.009
2041,-2.7094958980311206,0.29049581623680915,0.0,0.018
2042,-2.6952171016679727,0.2806354013587719,0.014,0.01
2043,-2.700172851245092,0.27205247942905714,0.005,0.009
2044,-2.6955667508676386,0.23701019275915255,0.005,0.035
2045,-2.678999550985273,0.22584529444681886,0.017,0.011
2046,-2.6488018067993346,0.2245806535954515,0.03,0.001
2047,-2.664324415930202,0.238806373171349,0.016,0.014
2048,-2.6114140559571997,0.21995888220473567,0.053,0.019
2049,-2.661111141071645,0.25242758031341905,0.05,0.032
2050,-2.6168000501292985,0.23586520420054763,0.044,0.017
2051,-2.6454030875713954,0.22888720921616212,0.029,0.007
2052,-2.621652922627092,0.21461735548697092,0.024,0.014
2053,-2.66443337339882,0.2288461996758064,0.043,0.014
2054,-2.6262856448046974,0.23420132309269825,0.038,0.005
2055,-2.6522467596422414,0.2405195721791377,0.026,0.006
2056,-2.6766979865695206,0.23429459860359686,0.024,0.006
2057,-2.669670988679454,0.2361734624830839,0.007,0.002
2058,-2.685016715093113,0.23121742692904879,0.015,0.005
2059,-2.700445241649292,0.24202349496788636,0.015,0.011
2060,-2.7133854449886274,0.23690305661000516,0.013,0.005
2061,-2.736850057179245,0.2509777517313598,0.023,0.014
2062,-2.7143820326283286,0.24798566817175977,0.022,0.003
2063,-2.6566710933718083,0.23371664595567185,0.058,0.014
2064,-2.6666169083969855,0.23527169563777484,0.01,0.002
2065,-2.6819831468784607,0.2385905694308635,0.015,0.003
2066,-2.682185407020755,0.24426395195528,0.0,0.006
2067,-2.6911247454957996,0.2354713260119478,0.009,0.009
2068,-2.679962189459263,0.24826155365555494,0.011,0.013
2069,-2.6964486872393336,0.2647053077173906,0.016,0.016
2070,-2.723213155747189,0.21456385686284504,0.027,0.05
2071,-2.7312863450299694,0.273257745440244,0.008,0.059
2072,-2.735233189481693,0.26672202413953344,0.004,0.007
2073,-2.709494506355131,0.3072115273583776,0.026,0.04
2074,-2.7575753284902915,0.28956043236954615,0.048,0.018
2075,-2.7194058241398205,0.17750188986312046,0.038,0.112
2076,-2.748314285193021,0.17837756559666476,0.029,0.001
2077,-2.7236312725936354,0.24580173632205085,0.025,0.067
2078,-2.722189103518393,0.27172888894328445,0.001,0.026
2079,-2.747219979087644,0.2567384375557038,0.025,0.015
2080,-2.734850124754063,0.23029940599950882,0.012,0.026
2081,-2.7526597512328994,0.24935680581090627,0.018,0.019
2082,-2.7359594510105825,0.23671193056786086,0.017,0.013
2083,-2.7533547162653513,0.24567175584732823,0.017,0.009
2084,-2.722373547640815,0.25408092248052855,0.031,0.008
2085,-2.7146286494473637,0.26210024054194103,0.008,0.008
2086,-2.7398358084732775,0.27426362833195933,0.025,0.012
2087,-2.720342588314273,0.2833811903030894,0.019,0.009
2088,-2.697291509090374,0.2789968004393041,0.023,0.004
2089,-2.709115771095515,0.28547196883936476,0.012,0.006
2090,-2.724899591482739,0.28952760321891474,0.016,0.004
2091,-2.7131428722809843,0.2862614979181372,0.012,0.003
2092,-2.674291084691876,0.3005233439816577,0.039,0.014
2093,-2.6752057101096773,0.31195692076763143,0.001,0.011
